MOVIE_ID,MOVIE_NAME,TITULO_LIMPIO,FORMATO,IDIOMA,CATEGORIA,DESCRIPCION,FAMILIA,NOMBRE_ORIGINAL,DESCRIPCION2,ACTOR_PRINCIPAL,DIRECTOR,DURACION,CATEGORIA_CINEPOLIS,NOMBRE_ORIGINAL_CLEAN,TITULO_LIMPIO_CLEAN,NOMBRE_UNICO
510,Attack On Titan: El Ataque Final Esp,ATTACK ON TITAN: EL ATAQUE FINAL,2D,ESP,AVENTURA,"película recopilatoria para cines de los dos últimos episodios especiales de la última temporada de ""ataque a los titanes"". la humanidad vivía en paz tras los enormes muros construidos para protegerse de la amenaza de unas criaturas monstruosas llamadas titanes. su siglo de paz se vio truncado por un ataque a su ciudad que dejó huérfano de madre a un niño, eren yeager, que juró vengarse de los titanes. años después de unirse a la tropa de reconocimiento, eren se enfrenta a un enemigo mortal y acaba adquiriendo una habilidad especial que revela una nueva verdad sobre el mundo que conoce... tras aventurarse más allá de los muros y separarse de sus camaradas, eren, motivado por sus nuevos conocimientos del mundo, planea el ""retumbar"", un terrorífico plan para erradicar a todo ser vivo del mundo. con el destino del mundo pendiendo de un hilo, un variopinto grupo de antiguos camaradas y enemigos de eren lucha por detener su letal misión. la única pregunta es: ¿lo conseguirán?",ATTACK ON TITAN,Attack On Titan: El Ataque Final Esp,"película recopilatoria para cines de los dos últimos episodios especiales de la última temporada de ""ataque a los titanes"". la humanidad vivía en paz tras los enormes muros construidos para protegerse de la amenaza de unas criaturas monstruosas llamadas titanes. su siglo de paz se vio truncado por un ataque a su ciudad que dejó huérfano de madre a un niño, eren yeager, que juró vengarse de los titanes. años después de unirse a la tropa de reconocimiento, eren se enfrenta a un enemigo mortal y acaba adquiriendo una habilidad especial que revela una nueva verdad sobre el mundo que conoce... tras aventurarse más allá de los muros y separarse de sus camaradas, eren, motivado por sus nuevos conocimientos del mundo, planea el ""retumbar"", un terrorífico plan para erradicar a todo ser vivo del mundo. con el destino del mundo pendiendo de un hilo, un variopinto grupo de antiguos camaradas y enemigos de eren lucha por detener su letal misión. la única pregunta es: ¿lo conseguirán?",梶裕貴; 石川由依; 井上麻里奈,林祐一郎,145 minutos,ANIMACION; ACCION; AVENTURA,ATTACK ON TITAN: EL ATAQUE FINAL,ATTACK ON TITAN: EL ATAQUE FINAL,ATTACK ON TITAN EL ATAQUE FINAL
585,Attack On Titan: El Ataque Final SP Esp,ATTACK ON TITAN: EL ATAQUE FINAL SP,2D,ESP,AVENTURA,"película recopilatoria para cines de los dos últimos episodios especiales de la última temporada de ""ataque a los titanes"". la humanidad vivía en paz tras los enormes muros construidos para protegerse de la amenaza de unas criaturas monstruosas llamadas titanes. su siglo de paz se vio truncado por un ataque a su ciudad que dejó huérfano de madre a un niño, eren yeager, que juró vengarse de los titanes. años después de unirse a la tropa de reconocimiento, eren se enfrenta a un enemigo mortal y acaba adquiriendo una habilidad especial que revela una nueva verdad sobre el mundo que conoce... tras aventurarse más allá de los muros y separarse de sus camaradas, eren, motivado por sus nuevos conocimientos del mundo, planea el ""retumbar"", un terrorífico plan para erradicar a todo ser vivo del mundo. con el destino del mundo pendiendo de un hilo, un variopinto grupo de antiguos camaradas y enemigos de eren lucha por detener su letal misión. la única pregunta es: ¿lo conseguirán?",ATTACK ON TITAN,Attack On Titan: El Ataque Final SP Esp,"película recopilatoria para cines de los dos últimos episodios especiales de la última temporada de ""ataque a los titanes"". la humanidad vivía en paz tras los enormes muros construidos para protegerse de la amenaza de unas criaturas monstruosas llamadas titanes. su siglo de paz se vio truncado por un ataque a su ciudad que dejó huérfano de madre a un niño, eren yeager, que juró vengarse de los titanes. años después de unirse a la tropa de reconocimiento, eren se enfrenta a un enemigo mortal y acaba adquiriendo una habilidad especial que revela una nueva verdad sobre el mundo que conoce... tras aventurarse más allá de los muros y separarse de sus camaradas, eren, motivado por sus nuevos conocimientos del mundo, planea el ""retumbar"", un terrorífico plan para erradicar a todo ser vivo del mundo. con el destino del mundo pendiendo de un hilo, un variopinto grupo de antiguos camaradas y enemigos de eren lucha por detener su letal misión. la única pregunta es: ¿lo conseguirán?",梶裕貴; 石川由依; 井上麻里奈,林祐一郎,145 minutos,ANIMACION; ACCION; AVENTURA,ATTACK ON TITAN: EL ATAQUE FINAL SP,ATTACK ON TITAN: EL ATAQUE FINAL SP,ATTACK ON TITAN EL ATAQUE FINAL
669,Attack On Titan: El Ataque Final SP Sub,ATTACK ON TITAN: EL ATAQUE FINAL SP,2D,SUB,AVENTURA,"película recopilatoria para cines de los dos últimos episodios especiales de la última temporada de ""ataque a los titanes"". la humanidad vivía en paz tras los enormes muros construidos para protegerse de la amenaza de unas criaturas monstruosas llamadas titanes. su siglo de paz se vio truncado por un ataque a su ciudad que dejó huérfano de madre a un niño, eren yeager, que juró vengarse de los titanes. años después de unirse a la tropa de reconocimiento, eren se enfrenta a un enemigo mortal y acaba adquiriendo una habilidad especial que revela una nueva verdad sobre el mundo que conoce... tras aventurarse más allá de los muros y separarse de sus camaradas, eren, motivado por sus nuevos conocimientos del mundo, planea el ""retumbar"", un terrorífico plan para erradicar a todo ser vivo del mundo. con el destino del mundo pendiendo de un hilo, un variopinto grupo de antiguos camaradas y enemigos de eren lucha por detener su letal misión. la única pregunta es: ¿lo conseguirán?",ATTACK ON TITAN,Attack On Titan: El Ataque Final SP Sub,"película recopilatoria para cines de los dos últimos episodios especiales de la última temporada de ""ataque a los titanes"". la humanidad vivía en paz tras los enormes muros construidos para protegerse de la amenaza de unas criaturas monstruosas llamadas titanes. su siglo de paz se vio truncado por un ataque a su ciudad que dejó huérfano de madre a un niño, eren yeager, que juró vengarse de los titanes. años después de unirse a la tropa de reconocimiento, eren se enfrenta a un enemigo mortal y acaba adquiriendo una habilidad especial que revela una nueva verdad sobre el mundo que conoce... tras aventurarse más allá de los muros y separarse de sus camaradas, eren, motivado por sus nuevos conocimientos del mundo, planea el ""retumbar"", un terrorífico plan para erradicar a todo ser vivo del mundo. con el destino del mundo pendiendo de un hilo, un variopinto grupo de antiguos camaradas y enemigos de eren lucha por detener su letal misión. la única pregunta es: ¿lo conseguirán?",梶裕貴; 石川由依; 井上麻里奈,林祐一郎,145 minutos,ANIMACION; ACCION; AVENTURA,ATTACK ON TITAN: EL ATAQUE FINAL SP,ATTACK ON TITAN: EL ATAQUE FINAL SP,ATTACK ON TITAN EL ATAQUE FINAL
1250,Attack On Titan: El Ataque Final Sub,ATTACK ON TITAN: EL ATAQUE FINAL,2D,SUB,AVENTURA,"película recopilatoria para cines de los dos últimos episodios especiales de la última temporada de ""ataque a los titanes"". la humanidad vivía en paz tras los enormes muros construidos para protegerse de la amenaza de unas criaturas monstruosas llamadas titanes. su siglo de paz se vio truncado por un ataque a su ciudad que dejó huérfano de madre a un niño, eren yeager, que juró vengarse de los titanes. años después de unirse a la tropa de reconocimiento, eren se enfrenta a un enemigo mortal y acaba adquiriendo una habilidad especial que revela una nueva verdad sobre el mundo que conoce... tras aventurarse más allá de los muros y separarse de sus camaradas, eren, motivado por sus nuevos conocimientos del mundo, planea el ""retumbar"", un terrorífico plan para erradicar a todo ser vivo del mundo. con el destino del mundo pendiendo de un hilo, un variopinto grupo de antiguos camaradas y enemigos de eren lucha por detener su letal misión. la única pregunta es: ¿lo conseguirán?",ATTACK ON TITAN,Attack On Titan: El Ataque Final Sub,"película recopilatoria para cines de los dos últimos episodios especiales de la última temporada de ""ataque a los titanes"". la humanidad vivía en paz tras los enormes muros construidos para protegerse de la amenaza de unas criaturas monstruosas llamadas titanes. su siglo de paz se vio truncado por un ataque a su ciudad que dejó huérfano de madre a un niño, eren yeager, que juró vengarse de los titanes. años después de unirse a la tropa de reconocimiento, eren se enfrenta a un enemigo mortal y acaba adquiriendo una habilidad especial que revela una nueva verdad sobre el mundo que conoce... tras aventurarse más allá de los muros y separarse de sus camaradas, eren, motivado por sus nuevos conocimientos del mundo, planea el ""retumbar"", un terrorífico plan para erradicar a todo ser vivo del mundo. con el destino del mundo pendiendo de un hilo, un variopinto grupo de antiguos camaradas y enemigos de eren lucha por detener su letal misión. la única pregunta es: ¿lo conseguirán?",梶裕貴; 石川由依; 井上麻里奈,林祐一郎,145 minutos,ANIMACION; ACCION; AVENTURA,ATTACK ON TITAN: EL ATAQUE FINAL,ATTACK ON TITAN: EL ATAQUE FINAL,ATTACK ON TITAN EL ATAQUE FINAL
1507,Attack On Titan: El Ataque Final XE Esp,ATTACK ON TITAN: EL ATAQUE FINAL,SCREENX,ESP,AVENTURA,"película recopilatoria para cines de los dos últimos episodios especiales de la última temporada de ""ataque a los titanes"". la humanidad vivía en paz tras los enormes muros construidos para protegerse de la amenaza de unas criaturas monstruosas llamadas titanes. su siglo de paz se vio truncado por un ataque a su ciudad que dejó huérfano de madre a un niño, eren yeager, que juró vengarse de los titanes. años después de unirse a la tropa de reconocimiento, eren se enfrenta a un enemigo mortal y acaba adquiriendo una habilidad especial que revela una nueva verdad sobre el mundo que conoce... tras aventurarse más allá de los muros y separarse de sus camaradas, eren, motivado por sus nuevos conocimientos del mundo, planea el ""retumbar"", un terrorífico plan para erradicar a todo ser vivo del mundo. con el destino del mundo pendiendo de un hilo, un variopinto grupo de antiguos camaradas y enemigos de eren lucha por detener su letal misión. la única pregunta es: ¿lo conseguirán?",ATTACK ON TITAN,Attack On Titan: El Ataque Final XE Esp,"película recopilatoria para cines de los dos últimos episodios especiales de la última temporada de ""ataque a los titanes"". la humanidad vivía en paz tras los enormes muros construidos para protegerse de la amenaza de unas criaturas monstruosas llamadas titanes. su siglo de paz se vio truncado por un ataque a su ciudad que dejó huérfano de madre a un niño, eren yeager, que juró vengarse de los titanes. años después de unirse a la tropa de reconocimiento, eren se enfrenta a un enemigo mortal y acaba adquiriendo una habilidad especial que revela una nueva verdad sobre el mundo que conoce... tras aventurarse más allá de los muros y separarse de sus camaradas, eren, motivado por sus nuevos conocimientos del mundo, planea el ""retumbar"", un terrorífico plan para erradicar a todo ser vivo del mundo. con el destino del mundo pendiendo de un hilo, un variopinto grupo de antiguos camaradas y enemigos de eren lucha por detener su letal misión. la única pregunta es: ¿lo conseguirán?",梶裕貴; 石川由依; 井上麻里奈,林祐一郎,145 minutos,ANIMACION; ACCION; AVENTURA,ATTACK ON TITAN: EL ATAQUE FINAL,ATTACK ON TITAN: EL ATAQUE FINAL,ATTACK ON TITAN EL ATAQUE FINAL
1964,FICG A Natureza Das Coisas Invisíveis,FICG A NATUREZA DAS COISAS INVISÍVEIS,2D,ESP,ANIMACION,"kayara es una valiente joven inca de 16 años que sueña con convertirse en la primera mujer chasqui (mensajera imperial) en una sociedad donde solo los hombres pueden serlo[20]. desafiando las tradiciones de su época, kayara se embarca en una aventura épica a través del imperio inca para demostrar su valía. en el camino enfrentará desafíos imposibles, desde cruzar los andes hasta burlar peligros y prejuicios, mientras encuentra aliados inesperados y descubre la grandeza de su cultura. **kayara: el corazón de los andes** es una inspiradora historia animada de coraje y superación, que celebra el empoderamiento y el legado de la civilización inca. 327",AVENTURAS CANINAS,FICG A Natureza Das Coisas Invisíveis,"kayara es una valiente joven inca de 16 años que sueña con convertirse en la primera mujer chasqui (mensajera imperial) en una sociedad donde solo los hombres pueden serlo[20]. desafiando las tradiciones de su época, kayara se embarca en una aventura épica a través del imperio inca para demostrar su valía. en el camino enfrentará desafíos imposibles, desde cruzar los andes hasta burlar peligros y prejuicios, mientras encuentra aliados inesperados y descubre la grandeza de su cultura. **kayara: el corazón de los andes** es una inspiradora historia animada de coraje y superación, que celebra el empoderamiento y el legado de la civilización inca. 327",MARÍA PÍA COPELLO; JOSÉ PELAEZ; MATEO GARRIDO LECCA,CÉSAR ZELADA                                              │,100 minutos,ANIMACION                                   │,FICG A NATUREZA DAS COISAS INVISÍVEIS,FICG A NATUREZA DAS COISAS INVISÍVEIS,AVENTURAS CANINAS EL MISTERIO DE LA CORONA
880,Aventuras Caninas: El Misterio De La Corona SJ Esp,AVENTURAS CANINAS: EL MISTERIO DE LA CORONA SJ,2D,ESP,ANIMACION,"kayara es una valiente joven inca de 16 años que sueña con convertirse en la primera mujer chasqui (mensajera imperial) en una sociedad donde solo los hombres pueden serlo[20]. desafiando las tradiciones de su época, kayara se embarca en una aventura épica a través del imperio inca para demostrar su valía. en el camino enfrentará desafíos imposibles, desde cruzar los andes hasta burlar peligros y prejuicios, mientras encuentra aliados inesperados y descubre la grandeza de su cultura. **kayara: el corazón de los andes** es una inspiradora historia animada de coraje y superación, que celebra el empoderamiento y el legado de la civilización inca. 327",AVENTURAS CANINAS,Aventuras Caninas: El Misterio De La Corona SJ Esp,"kayara es una valiente joven inca de 16 años que sueña con convertirse en la primera mujer chasqui (mensajera imperial) en una sociedad donde solo los hombres pueden serlo[20]. desafiando las tradiciones de su época, kayara se embarca en una aventura épica a través del imperio inca para demostrar su valía. en el camino enfrentará desafíos imposibles, desde cruzar los andes hasta burlar peligros y prejuicios, mientras encuentra aliados inesperados y descubre la grandeza de su cultura. **kayara: el corazón de los andes** es una inspiradora historia animada de coraje y superación, que celebra el empoderamiento y el legado de la civilización inca. 327",MARÍA PÍA COPELLO; JOSÉ PELAEZ; MATEO GARRIDO LECCA,CÉSAR ZELADA                                              │,100 minutos,ANIMACION                                   │,AVENTURAS CANINAS: EL MISTERIO DE LA CORONA SJ,AVENTURAS CANINAS: EL MISTERIO DE LA CORONA SJ,AVENTURAS CANINAS EL MISTERIO DE LA CORONA
1913,Aventuras caninas: El misterio de la corona Dob,AVENTURAS CANINAS: EL MISTERIO DE LA CORONA,2D,DUB,ANIMACION,"kayara es una valiente joven inca de 16 años que sueña con convertirse en la primera mujer chasqui (mensajera imperial) en una sociedad donde solo los hombres pueden serlo[20]. desafiando las tradiciones de su época, kayara se embarca en una aventura épica a través del imperio inca para demostrar su valía. en el camino enfrentará desafíos imposibles, desde cruzar los andes hasta burlar peligros y prejuicios, mientras encuentra aliados inesperados y descubre la grandeza de su cultura. **kayara: el corazón de los andes** es una inspiradora historia animada de coraje y superación, que celebra el empoderamiento y el legado de la civilización inca. 327",AVENTURAS CANINAS,Aventuras caninas: El misterio de la corona Dob,"kayara es una valiente joven inca de 16 años que sueña con convertirse en la primera mujer chasqui (mensajera imperial) en una sociedad donde solo los hombres pueden serlo[20]. desafiando las tradiciones de su época, kayara se embarca en una aventura épica a través del imperio inca para demostrar su valía. en el camino enfrentará desafíos imposibles, desde cruzar los andes hasta burlar peligros y prejuicios, mientras encuentra aliados inesperados y descubre la grandeza de su cultura. **kayara: el corazón de los andes** es una inspiradora historia animada de coraje y superación, que celebra el empoderamiento y el legado de la civilización inca. 327",MARÍA PÍA COPELLO; JOSÉ PELAEZ; MATEO GARRIDO LECCA,CÉSAR ZELADA                                              │,100 minutos,ANIMACION                                   │,AVENTURAS CANINAS: EL MISTERIO DE LA CORONA,AVENTURAS CANINAS: EL MISTERIO DE LA CORONA,AVENTURAS CANINAS EL MISTERIO DE LA CORONA
1548,Aún Estoy Aquí SP Sub,AÚN ESTOY AQUÍ SP,2D,SUB,HISTORIA,"una madre se ve obligada al activismo político cuando su marido, el diputado izquierdista rubens paiva, fue capturado por el régimen durante la dictadura militar de brasil, en 1971. basada en las memorias de marcelo rubens paiva",AUN ESTOY AQUI,Aún Estoy Aquí SP Sub,"una madre se ve obligada al activismo político cuando su marido, el diputado izquierdista rubens paiva, fue capturado por el régimen durante la dictadura militar de brasil, en 1971. basada en las memorias de marcelo rubens paiva",FERNANDA TORRES; SELTON MELLO; VALENTINA HERSZAGE,WALTER SALLES,137 minutos,DRAMA; HISTORIA,AÚN ESTOY AQUÍ SP,AÚN ESTOY AQUÍ SP,AUN ESTOY AQUI
1739,Aún Estoy Aquí Sub,AÚN ESTOY AQUÍ,2D,SUB,HISTORIA,"una madre se ve obligada al activismo político cuando su marido, el diputado izquierdista rubens paiva, fue capturado por el régimen durante la dictadura militar de brasil, en 1971. basada en las memorias de marcelo rubens paiva",AUN ESTOY AQUI,Aún Estoy Aquí Sub,"una madre se ve obligada al activismo político cuando su marido, el diputado izquierdista rubens paiva, fue capturado por el régimen durante la dictadura militar de brasil, en 1971. basada en las memorias de marcelo rubens paiva",FERNANDA TORRES; SELTON MELLO; VALENTINA HERSZAGE,WALTER SALLES,137 minutos,DRAMA; HISTORIA,AÚN ESTOY AQUÍ,AÚN ESTOY AQUÍ,AUN ESTOY AQUI
227,BAEKHYUN: Lonsdaleite en Cines SP Sub,BAEKHYUN: LONSDALEITE EN CINES SP,2D,SUB,,,BAEKHYUN,BAEKHYUN: Lonsdaleite en Cines SP Sub,,,,108 minutos,,BAEKHYUN: LONSDALEITE EN CINES SP,BAEKHYUN: LONSDALEITE EN CINES SP,BAEKHYUN LONSDALEITE EN CINES
1268,BAEKHYUN: Lonsdaleite en Cines Sub,BAEKHYUN: LONSDALEITE EN CINES,2D,SUB,,,BAEKHYUN,BAEKHYUN: Lonsdaleite en Cines Sub,,,,108 minutos,,BAEKHYUN: LONSDALEITE EN CINES,BAEKHYUN: LONSDALEITE EN CINES,BAEKHYUN LONSDALEITE EN CINES
529,BTS ARMY: FOREVER WE ARE YOUNG Sub,BTS ARMY: FOREVER WE ARE YOUNG,2D,SUB,DOCUMENTAL,"el fandom army de bts está en todas partes del mundo. forever we are young se sumerge en la pasión de una comunidad que catapultó a estos íconos del pop del siglo xxi hasta convertirlos en un nombre reconocido a nivel mundial. conoceremos a fans en una convención dedicada al grupo, reactorcon, en lewisville, texas; a una instructora de baile en seúl que enseña exclusivamente sus coreografías; y a seguidores que, desde 2013, se han organizado para ayudar a la banda a dominar las listas de éxitos. desafiando los estereotipos que reducen a los fans del pop a adolescentes con demasiada efusividad, army representa un movimiento intergeneracional, culturalmente consciente y socialmente activo, tan diverso como el mundo mismo. la película captura el poderoso espíritu de activismo y colectividad que ha convertido a army en un símbolo de esperanza y unidad en un mundo cada vez más fragmentado.",BTS ARMY,BTS ARMY: FOREVER WE ARE YOUNG Sub,"el fandom army de bts está en todas partes del mundo. forever we are young se sumerge en la pasión de una comunidad que catapultó a estos íconos del pop del siglo xxi hasta convertirlos en un nombre reconocido a nivel mundial. conoceremos a fans en una convención dedicada al grupo, reactorcon, en lewisville, texas; a una instructora de baile en seúl que enseña exclusivamente sus coreografías; y a seguidores que, desde 2013, se han organizado para ayudar a la banda a dominar las listas de éxitos. desafiando los estereotipos que reducen a los fans del pop a adolescentes con demasiada efusividad, army representa un movimiento intergeneracional, culturalmente consciente y socialmente activo, tan diverso como el mundo mismo. la película captura el poderoso espíritu de activismo y colectividad que ha convertido a army en un símbolo de esperanza y unidad en un mundo cada vez más fragmentado.",BTS,,96 minutos,DOCUMENTAL,BTS ARMY: FOREVER WE ARE YOUNG,BTS ARMY: FOREVER WE ARE YOUNG,BTS ARMY: FOREVER WE ARE YOUNG
1871,BTS ARMY: FOREVER WE ARE YOUNG SP Sub,BTS ARMY: FOREVER WE ARE YOUNG SP,2D,SUB,DOCUMENTAL,"el fandom army de bts está en todas partes del mundo. forever we are young se sumerge en la pasión de una comunidad que catapultó a estos íconos del pop del siglo xxi hasta convertirlos en un nombre reconocido a nivel mundial. conoceremos a fans en una convención dedicada al grupo, reactorcon, en lewisville, texas; a una instructora de baile en seúl que enseña exclusivamente sus coreografías; y a seguidores que, desde 2013, se han organizado para ayudar a la banda a dominar las listas de éxitos. desafiando los estereotipos que reducen a los fans del pop a adolescentes con demasiada efusividad, army representa un movimiento intergeneracional, culturalmente consciente y socialmente activo, tan diverso como el mundo mismo. la película captura el poderoso espíritu de activismo y colectividad que ha convertido a army en un símbolo de esperanza y unidad en un mundo cada vez más fragmentado.",BTS ARMY,BTS ARMY: FOREVER WE ARE YOUNG SP Sub,"el fandom army de bts está en todas partes del mundo. forever we are young se sumerge en la pasión de una comunidad que catapultó a estos íconos del pop del siglo xxi hasta convertirlos en un nombre reconocido a nivel mundial. conoceremos a fans en una convención dedicada al grupo, reactorcon, en lewisville, texas; a una instructora de baile en seúl que enseña exclusivamente sus coreografías; y a seguidores que, desde 2013, se han organizado para ayudar a la banda a dominar las listas de éxitos. desafiando los estereotipos que reducen a los fans del pop a adolescentes con demasiada efusividad, army representa un movimiento intergeneracional, culturalmente consciente y socialmente activo, tan diverso como el mundo mismo. la película captura el poderoso espíritu de activismo y colectividad que ha convertido a army en un símbolo de esperanza y unidad en un mundo cada vez más fragmentado.",BTS,,96 minutos,DOCUMENTAL,BTS ARMY: FOREVER WE ARE YOUNG SP,BTS ARMY: FOREVER WE ARE YOUNG SP,BTS ARMY: FOREVER WE ARE YOUNG
1031,BTS MAP OF THE SOUL ON:E Sub,BTS MAP OF THE SOUL ON:E,2D,SUB,CONCIERTO,hybe cine fest in latam revive la única edición en línea que unió a army en todo el mundo. ¡experimenta la grandeza y el brillo incomparable de bts map of the soul on:e en la pantalla grande,BTS MAP OF THE SOUL ON,BTS MAP OF THE SOUL ON:E Sub,hybe cine fest in latam revive la única edición en línea que unió a army en todo el mundo. ¡experimenta la grandeza y el brillo incomparable de bts map of the soul on:e en la pantalla grande,BTS,,76minutos,CONCIERTO,BTS MAP OF THE SOUL ON:E,BTS MAP OF THE SOUL ON:E,BTS MAP OF THE SOUL ON:E
112,Babygirl: Deseo Prohibido SP Sub,BABYGIRL: DESEO PROHIBIDO SP,2D,SUB,DRAMA,"romy es una alta ejecutiva que inicia una ardiente aventura de sexo extremo con su joven becario, samuel a espaldas de su marido jacob. romy invertirá su rol habitual en el trabajo, pasando de ser quien da las órdenes a disfrutar siendo sometida en la cama. esta tórrida relación extramatrimonial le permitirá encontrar el camino hacia su libertad sexual, a pesar del riesgo y los prejuicios.",BABYGIRL,Babygirl: Deseo Prohibido SP Sub,"romy es una alta ejecutiva que inicia una ardiente aventura de sexo extremo con su joven becario, samuel a espaldas de su marido jacob. romy invertirá su rol habitual en el trabajo, pasando de ser quien da las órdenes a disfrutar siendo sometida en la cama. esta tórrida relación extramatrimonial le permitirá encontrar el camino hacia su libertad sexual, a pesar del riesgo y los prejuicios.",NICOLE KIDMAN; HARRIS DICKINSON; ANTONIO BANDERAS,HALINA REIJN,115 minutos,DRAMA,BABYGIRL: DESEO PROHIBIDO SP,BABYGIRL: DESEO PROHIBIDO SP,BABYGIRL DESEO PROHIBIDO
986,Babygirl: Deseo Prohibido SP Esp,BABYGIRL: DESEO PROHIBIDO SP,2D,ESP,DRAMA,"romy es una alta ejecutiva que inicia una ardiente aventura de sexo extremo con su joven becario, samuel a espaldas de su marido jacob. romy invertirá su rol habitual en el trabajo, pasando de ser quien da las órdenes a disfrutar siendo sometida en la cama. esta tórrida relación extramatrimonial le permitirá encontrar el camino hacia su libertad sexual, a pesar del riesgo y los prejuicios.",BABYGIRL,Babygirl: Deseo Prohibido SP Esp,"romy es una alta ejecutiva que inicia una ardiente aventura de sexo extremo con su joven becario, samuel a espaldas de su marido jacob. romy invertirá su rol habitual en el trabajo, pasando de ser quien da las órdenes a disfrutar siendo sometida en la cama. esta tórrida relación extramatrimonial le permitirá encontrar el camino hacia su libertad sexual, a pesar del riesgo y los prejuicios.",NICOLE KIDMAN; HARRIS DICKINSON; ANTONIO BANDERAS,HALINA REIJN,115 minutos,DRAMA,BABYGIRL: DESEO PROHIBIDO SP,BABYGIRL: DESEO PROHIBIDO SP,BABYGIRL DESEO PROHIBIDO
1252,Babygirl: Deseo Prohibido Sub,BABYGIRL: DESEO PROHIBIDO,2D,SUB,DRAMA,"romy es una alta ejecutiva que inicia una ardiente aventura de sexo extremo con su joven becario, samuel a espaldas de su marido jacob. romy invertirá su rol habitual en el trabajo, pasando de ser quien da las órdenes a disfrutar siendo sometida en la cama. esta tórrida relación extramatrimonial le permitirá encontrar el camino hacia su libertad sexual, a pesar del riesgo y los prejuicios.",BABYGIRL,Babygirl: Deseo Prohibido Sub,"romy es una alta ejecutiva que inicia una ardiente aventura de sexo extremo con su joven becario, samuel a espaldas de su marido jacob. romy invertirá su rol habitual en el trabajo, pasando de ser quien da las órdenes a disfrutar siendo sometida en la cama. esta tórrida relación extramatrimonial le permitirá encontrar el camino hacia su libertad sexual, a pesar del riesgo y los prejuicios.",NICOLE KIDMAN; HARRIS DICKINSON; ANTONIO BANDERAS,HALINA REIJN,115 minutos,DRAMA,BABYGIRL: DESEO PROHIBIDO,BABYGIRL: DESEO PROHIBIDO,BABYGIRL DESEO PROHIBIDO
1282,Babygirl: Deseo Prohibido Dob,BABYGIRL: DESEO PROHIBIDO,2D,DUB,DRAMA,"romy es una alta ejecutiva que inicia una ardiente aventura de sexo extremo con su joven becario, samuel a espaldas de su marido jacob. romy invertirá su rol habitual en el trabajo, pasando de ser quien da las órdenes a disfrutar siendo sometida en la cama. esta tórrida relación extramatrimonial le permitirá encontrar el camino hacia su libertad sexual, a pesar del riesgo y los prejuicios.",BABYGIRL,Babygirl: Deseo Prohibido Dob,"romy es una alta ejecutiva que inicia una ardiente aventura de sexo extremo con su joven becario, samuel a espaldas de su marido jacob. romy invertirá su rol habitual en el trabajo, pasando de ser quien da las órdenes a disfrutar siendo sometida en la cama. esta tórrida relación extramatrimonial le permitirá encontrar el camino hacia su libertad sexual, a pesar del riesgo y los prejuicios.",NICOLE KIDMAN; HARRIS DICKINSON; ANTONIO BANDERAS,HALINA REIJN,115 minutos,DRAMA,BABYGIRL: DESEO PROHIBIDO,BABYGIRL: DESEO PROHIBIDO,BABYGIRL DESEO PROHIBIDO
1541,Babygirl: Deseo Prohibido Esp,BABYGIRL: DESEO PROHIBIDO,2D,ESP,DRAMA,"romy es una alta ejecutiva que inicia una ardiente aventura de sexo extremo con su joven becario, samuel a espaldas de su marido jacob. romy invertirá su rol habitual en el trabajo, pasando de ser quien da las órdenes a disfrutar siendo sometida en la cama. esta tórrida relación extramatrimonial le permitirá encontrar el camino hacia su libertad sexual, a pesar del riesgo y los prejuicios.",BABYGIRL,Babygirl: Deseo Prohibido Esp,"romy es una alta ejecutiva que inicia una ardiente aventura de sexo extremo con su joven becario, samuel a espaldas de su marido jacob. romy invertirá su rol habitual en el trabajo, pasando de ser quien da las órdenes a disfrutar siendo sometida en la cama. esta tórrida relación extramatrimonial le permitirá encontrar el camino hacia su libertad sexual, a pesar del riesgo y los prejuicios.",NICOLE KIDMAN; HARRIS DICKINSON; ANTONIO BANDERAS,HALINA REIJN,115 minutos,DRAMA,BABYGIRL: DESEO PROHIBIDO,BABYGIRL: DESEO PROHIBIDO,BABYGIRL DESEO PROHIBIDO
1984,La Noche De Los Hombres Lobo SP Sub,LA NOCHE DE LOS HOMBRES LOBO SP,2D,SUB,,,BAEKHYUN,La Noche De Los Hombres Lobo SP Sub,,,,100 minutos,,LA NOCHE DE LOS HOMBRES LOBO SP,LA NOCHE DE LOS HOMBRES LOBO SP,BAEKHYUN
1700,Baekhyun: Lonsdaleite Sub,BAEKHYUN: LONSDALEITE,2D,SUB,,,BAEKHYUN,Baekhyun: Lonsdaleite Sub,,,,100 minutos,,BAEKHYUN: LONSDALEITE,BAEKHYUN: LONSDALEITE,BAEKHYUN: LONSDALEITE
